GeneID,SRR11862834,SRR11862839,SRR11862840,SRR11862841,SRR11862842,SRR11862846,SRR11862849,SRR11862850,SRR11862853,SRR11862855
ENSG00000015532.11,53,105.019,164,67.628,444.001,1929.528,148,124,1991.408,258.073
ENSG00000015568.14,33.625,1949.527,184.37,794.437,907.679,1850.425,342.151,145.388,925.523,185.502
ENSG00000015592.18,95,546,97,186,66,2593.001,377,193,493,712
ENSG00000015676.19,468,1146,647,484,2148.001,6311,735,390,6418,762
ENSG00000016082.16,0,0,0,0,0,0,0,1,0,1
ENSG00000016391.12,17.21,214.63,150.295,414.195,236.283,978.566,89.981,16.015,1090.204,121.244
ENSG00000016402.15,1,1,1,4,0,83.999,14,0,56,0
ENSG00000016490.17,0,0,0,0,0,2,0,0,1,2
ENSG00000016602.10,0,17,0,50,0,110,7,0,0,2
ENSG00000016864.20,117,432,601,1038.001,976,3690,145,222,1451.981,501
ENSG00000017260.21,6,107,3,377,90,172.512,15,1.08,47.355,6.011
ENSG00000017427.18,2,5,0,41,5,25,0,2,3,3
ENSG00000017483.17,0,86,3,70,37,127,9,9,74,30
ENSG00000017797.14,61.995,244.391,298.927,367.099,997.307,1564.07,58.903,35,622.766,147.963
ENSG00000018189.14,58,101,208,508,527,1090.039,18,56,1071.047,156
ENSG00000018236.16,35,2178.999,29,389.017,16,843.028,355.023,89,22.004,316.987
ENSG00000018280.19,5,30.059,13,159.016,335.622,420.555,6.014,17,71.932,34.214
ENSG00000018408.16,566,263,8292,1453.001,12177.165,13072.282,100.074,214.008,3466.508,762
ENSG00000018510.19,21,384.75,69.008,1599.891,214.25,1276.826,46.426,56.493,647.621,86.584
ENSG00000018607.9,0,0,0,0,0,0,0,0,0,0
ENSG00000018610.16,42.796,337.159,158.793,274.963,249.321,1502.177,67.821,39.069,555.144,196.603
ENSG00000018625.16,122,5197.175,328,798.092,152,26435.253,2967.023,209,563.002,1563.333
ENSG00000018699.14,7,36,27,85,61,202,11,3,26,14
ENSG00000018869.19,23,66,41,80,153,800,37,60,581,112
ENSG00000019102.13,0,0,4,17,4,4,0,3,18,1
ENSG00000019144.21,49,155.08,54.756,254.795,125.576,1688.924,82,145.446,752.062,170.701
ENSG00000019169.12,3,0,0,142,256,15,1,0,5,3
ENSG00000019186.11,1,2.195,0,7.532,32.701,12.832,1.847,0,6.324,7.483
ENSG00000019485.15,0,1,0,0,0,0,0,0,0,0
ENSG00000019505.8,0,297,5,2.022,2.507,21,139,0,2.02,55.017
ENSG00000019549.13,10,20,16,99,48,380,2,13,88,12
ENSG00000019582.18,340.721,552.169,576.868,1250.183,899.752,5185.594,139.58,417.363,1561.35,561.252
ENSG00000019991.18,3,37,0,133,7,45,3,6,612,7
ENSG00000019995.6,34,705,168,907,302,1077,141,43,500.002,112
ENSG00000020129.17,51,942,181,55,387,820,1189,61,580,323
ENSG00000020181.19,11,36,6,48,29,155,37,32,176,16
ENSG00000020219.9,0,0,0,0,0,0,0,0,0,0
ENSG00000020256.21,43,83.029,63,98.199,206.05,891.389,53.081,54.002,467.116,197.002
ENSG00000020426.12,41,373.777,134,456,125,1100.001,42,47,467,52
ENSG00000020577.15,25,105,678.999,203,720.034,2168.01,27,57,977,80
ENSG00000020633.19,18,0,10,3,35,100,1,12,54,25
ENSG00000020922.14,20.067,236.435,106.134,740.241,345.932,926.356,25,92.87,260.645,89.115
ENSG00000021300.14,413,2918,654,2266,590,38634.001,3568,827,1699,3444
ENSG00000021355.14,3,92,37,950,183,742.03,16.995,16,324.004,38
ENSG00000021461.19,0,5.152,0,5,3.017,2.522,0,0,2.008,0
ENSG00000021488.14,0,3,0,0,27,2,0,1,3,3
ENSG00000021574.16,9,817.218,44.346,364.199,135.942,459.717,94.249,17.894,396.675,100.553
ENSG00000021645.20,2,151.907,5.001,12.933,140.761,21.13,33.999,4.002,8.221,6
ENSG00000021762.21,93,106,125,59,554,2272,157,184,2633,317
ENSG00000021776.12,67,486.986,285,1093.001,398.004,1851.016,96.285,103,931.001,174.148
ENSG00000021826.19,1,94.4,12.42,161.801,202.782,147.703,24.905,23.373,127.56,30.663
ENSG00000021852.15,0,0,0,0,0,0,0,0,0,0
ENSG00000022267.20,15,179,96,10,65.001,236.999,94,30,24,136
ENSG00000022277.14,374.39,661.978,1269.436,844.532,1443.363,9796.399,447,283.711,2000.55,1393.774
ENSG00000022355.19,0,33.001,0,0,0,0,5,0,1,0
ENSG00000022556.17,5,3,1,6,0,56,5,2,0.5,0
ENSG00000022567.11,7,45,2,1,44,95,53,24,62,42
ENSG00000022840.17,39,374.016,373,248.558,700.449,2742.461,91.955,79.061,1045.005,183.439
ENSG00000022976.17,14,61.041,76,61.459,384.798,480.597,49.996,54.001,686.707,71.473
ENSG00000023041.13,35,359.254,127.001,677.82,240.5,960.919,58.024,21.122,305.178,87.118
ENSG00000023171.21,10,570,237,97,230,473,379,12,548,83
ENSG00000023191.18,227,200.238,254.911,266.884,1294.099,6280.657,323.298,200.951,1791.62,970.35
ENSG00000023228.16,47,928.475,462.367,1327.02,399.043,3540.759,214.662,134.215,1278.635,231.539
ENSG00000023287.14,38,1986,426,1059,581,2271,276,95,873,242
ENSG00000023318.10,91,837.894,588,2394.767,677.568,2786.26,141.918,183,1883.766,275.011
ENSG00000023330.16,22,142,91,171,109,817,63,71,211,117
ENSG00000023445.18,4,26,70,123,594,131,0,1,35,20
ENSG00000023516.10,90,2774,398,2277,487,3453,456,150,492,533
ENSG00000023572.10,9,165,53,168,84.012,253,28,9,103,27
ENSG00000023608.6,6.999,90,90,303.105,170.929,504.005,11,15,708.01,40.003
ENSG00000023697.14,9,122,98,443,63,925,30,52,312,22
ENSG00000023734.12,127,739,281,976,455,3234,161,281,1194,391
ENSG00000023839.12,0,4,7,15,23,20,1,1,11,8
ENSG00000023892.13,54,16.675,8,72.146,122.38,573.89,21.527,38.005,168.627,109.113
ENSG00000023902.14,22,24,120,46,234,443,37,80,188,93
ENSG00000023909.11,42,260.979,142.373,694.695,470.681,1068.988,43.219,36.033,400.187,158.079
ENSG00000024048.12,58,530.875,342,918.598,660.964,1735.329,126.103,147,1164.855,249.95
ENSG00000024422.13,95,68,241,76,2320.123,4395.445,49,136,1735.017,139
ENSG00000024526.18,3,3,2.999,26.403,0,69.012,1,5,28,5
ENSG00000024862.19,28,432,135,460,257,806,54,37,518,127
ENSG00000025039.16,59,532,854,432,736,2965,80,110,1846,184
ENSG00000025156.14,31,324,168,315,103,936,72,85,664,138
ENSG00000025293.18,95.356,235.326,213.49,369.389,421.787,2173.931,100.055,179.997,1597.188,372.128
ENSG00000025423.12,4,57,4,11,24.065,63,20,0,12.001,10
ENSG00000025434.20,14.001,18,33,52,53.999,380.001,2,29,193.001,26
ENSG00000025708.15,74,14,15,77,350,1172,4,122,656.001,187
ENSG00000025770.20,43,59.3,27,27,87.139,1047.16,51,50,514.46,384.715
ENSG00000025772.9,61,341,316,167,208,1348,133,177,941,310
ENSG00000025796.15,58.995,468.809,214,831.341,471.998,1603.888,58,69,440.099,193.935
ENSG00000025800.14,289.775,1319.878,1330.991,1618.612,1206.248,8158.537,394.802,746.998,8679.375,1103.223
ENSG00000026025.17,7956,3622.001,125125,56543,94609.001,337323,606,20961,66975.42,28480
ENSG00000026036.23,0,0,0,1.139,2.33,0,1.135,0,4.934,0
ENSG00000026103.25,21,156.498,960,749.123,1509.83,1003.593,29,12,451.562,202.38
ENSG00000026297.18,581,1046.592,334.986,5842.834,2727.327,9952.46,380.001,473.929,1757.867,1646.122
ENSG00000026508.22,4,0,63,14,49,106.999,0,6,319,4
ENSG00000026559.15,3,21.691,0,3.975,17.858,17.762,8.754,1,3.455,9.035
ENSG00000026652.16,34,142,128,368,613.999,1025,74,135,440,253
ENSG00000026751.18,0,3.365,1.001,31.828,19.949,39.206,0,11.069,17.461,7.296
ENSG00000026950.19,6.058,50.019,139.854,295.131,62.729,412.577,8.591,16.198,242.103,30.037
ENSG00000027001.11,9,131,86,188,122,550,15,38,138,50
ENSG00000027075.18,2,57,17,123,53,116,12,19,71.001,13
ENSG00000027644.5,0,0,0,0,30,2,1,0,10,9
ENSG00000027697.17,88,646,191,3243,238,2414,142,112,828,175
ENSG00000027847.15,12,20,4,19,73,298,13,7,103,45
ENSG00000027869.14,0,0,0,5,12,7,0,1,10,7
ENSG00000028116.19,8,238,54,1478,177,862,24,9,84,34
ENSG00000028137.20,24,45.249,7.003,90.04,134.906,606.853,25.948,43,460.523,92.826
ENSG00000028203.20,51,915.199,591,1315,443.148,1845.587,113,103,950,144
ENSG00000028277.23,9,9,1,28,53,70,6,4,9,66
ENSG00000028310.19,45,180,602,173,421,1709,90,126.806,1235,571
ENSG00000028528.16,207,511.002,858,1436,1220.005,5235.001,281.009,444,659.093,588
ENSG00000028839.10,21,326,88,176,99,568,69,42,175.004,60
ENSG00000029153.16,5,301.625,61.029,144.824,33.499,628.811,33.003,17,671.512,27.043
ENSG00000029363.18,37,1013,437,1466,429,2959,103,86,998,177
ENSG00000029364.13,41,327,272,576,220,2402,48,51,929,154
ENSG00000029534.22,6,41,0,1,22,41,67,5,3,20
ENSG00000029559.8,6,2.048,4,9,101,139.289,0,5,76,10
ENSG00000029639.12,6,82,24,140,61.001,197,12,5,117,21
ENSG00000029725.18,23,281,128,380,114,1115.081,46,93,432,43
ENSG00000029993.16,85,190,136,154,173,1157,52,114,160,313
ENSG00000030066.15,28,93.844,118,289.625,340.261,606,22,29,284,124.081
ENSG00000030110.15,27,22,19,29.392,188.987,797.669,27.827,58,184.623,83.051
ENSG00000030304.15,1,4,8,4,0,8,2,0,1,2
ENSG00000030419.18,4,31,11,103,8,352,11,14,69,19
ENSG00000030582.20,308,126,152,801,611,6649,102.001,421,1510,641
ENSG00000031003.12,34,724,235,888.788,469,1384,153,78,729.572,116.009
ENSG00000031081.12,66,248,309,474,589,3630,92,393,986,486
ENSG00000031691.8,14,70,29,424,50,616,14,64,394,53
ENSG00000031698.14,222,811,1175,636,1075,6823,440.999,462,1394,559
ENSG00000031823.15,151,249,371,372,1192.076,3740,208.018,219,1840,763
ENSG00000032219.20,86,574,610,1391,818,2054,119,187,2316,195
ENSG00000032389.14,9,113,40,90,78,470,40,17,78,28
ENSG00000032444.17,52,262,90,106,528,2061,160,148,1821.001,346
ENSG00000032742.19,2,99.536,14,88.009,27.685,214.557,11,5,72.011,11
ENSG00000033011.15,9,67.659,54,94.649,162.863,381.031,18,13.441,237.901,96.673
ENSG00000033030.17,39,143.314,205.028,247.8,466,1081.001,62,151,811.933,171.129
ENSG00000033050.10,90,293,332,270.871,1245,3219.468,162,193,2371.001,286
ENSG00000033100.17,42,63,45,41,506,1340,47,83,708,146
ENSG00000033122.22,9.125,1550.375,17.579,414.371,36.565,419.318,369.166,10.263,50.295,56.514
ENSG00000033170.18,79,2232.074,89,3101,150,2704.121,280.341,48,1518.034,160.458
ENSG00000033178.14,24,297.775,294.999,1001.002,397.003,812.002,50.001,38,464.577,76.028
ENSG00000033327.13,36,166,939.001,336,562,1304,102,62,332,224
ENSG00000033627.19,201,3043.922,406.373,1183.256,562.162,4364.783,713.124,423.002,4630.61,601.909
ENSG00000033800.15,25,847,257,1276.999,338,1331,115,93,1100,93
ENSG00000033867.19,5,1410,135,309,170,690,149,48,936,20
ENSG00000034053.16,0.5,5.541,22,2.522,9.763,26.042,5,3.021,2.148,4.521
ENSG00000034152.21,49,35,119,58,99,1030,33,47,653,81
ENSG00000034239.12,1,0,0,0,0,3,0,0,0,0
ENSG00000034510.7,3588,13201.946,24955.993,22016,33172.999,54016.869,1019,2975,11043.991,8852
ENSG00000034533.13,10,49,30,156,61,512.489,31,42.92,273.646,76.989
ENSG00000034677.14,6,7,67,50,366.999,113,2,8,344,59
ENSG00000034693.16,46,564,447,930,538,1902,113,176,1043,324
ENSG00000034713.8,161,3471.909,1122,4445,2191.04,12161.636,754,486,3428.33,1124
ENSG00000034971.18,0,0,0,0,2,1,0,0,1,0
ENSG00000035115.23,29,305.3,189,538.244,312.334,1126.124,75,32,278.521,101.014
ENSG00000035141.11,68,201,222,192,371,1737.661,73,122,467,177
ENSG00000035403.19,0,0,5,51,3,25.414,0,2,14,0
ENSG00000035499.14,14,5,5,43,15,214,1,25,101.584,26
ENSG00000035664.12,0,41.807,3,55.302,32.751,82.193,26.386,11.213,59.975,20.497
ENSG00000035681.11,20,298,137,814,243,898,33,42,687,53
ENSG00000035687.10,12,218,71,400,176,533,44,53,149,86
ENSG00000035720.9,0,0,0,4,0,0,0,0,2,0
ENSG00000035862.14,933,499.001,2231,791,1666,17756,330,1183,6477.999,1733
ENSG00000035928.18,138.691,607.264,671.897,1503.599,811.693,4027.026,168.589,229.298,1997.159,412.311
ENSG00000036054.14,121,439,367,1327,668,2464,85,108,1305,376
ENSG00000036257.15,165,446,628,564,842,2659,225,176,1185,503
ENSG00000036448.11,5,76,45,34,86,299,15,7,54,7
ENSG00000036473.10,0,2.045,0,10.333,1.016,3.87,0,0,4.415,4.884
ENSG00000036530.10,3,186,5.054,8.149,28.023,275.917,108,3.117,45.582,7.467
ENSG00000036549.14,26,126.643,93,431.016,332.001,591.287,23,77,344.092,98.997
ENSG00000036565.16,0,0,0,0,0,0,0,2,0,0
ENSG00000036672.17,50,5,16,17,25,692,14,55,287,53
ENSG00000036828.18,0,18.696,0,10.141,1.5,9.076,3.459,1.105,13.355,4.123
ENSG00000037042.10,178.313,758.254,1073.356,207.159,917.483,3431.898,450.197,452.579,8713.652,401.799
ENSG00000037241.8,69,280.006,694,644.998,370,1980.275,76,115,609.987,262.137
ENSG00000037280.17,21,27,28,39,106,288,30,67,563,49
ENSG00000037474.16,90,216,314,381,585,1440,85,180,1564,201
ENSG00000037637.12,24,384.768,233.096,309.074,597.712,1448.82,94.668,111,842.548,247.235
ENSG00000037749.14,28,296.451,130.009,594.8,203.301,867.521,30.835,15,249.525,81
ENSG00000037757.15,30.04,99.022,39.826,42.842,388.523,877.356,60.58,56.13,67.899,169.068
ENSG00000037897.18,18,32,129,51,333,660.097,23,37,262,79
ENSG00000037965.6,9,0,2,0,11,7,0,6,14,8
ENSG00000038002.10,28,158,58,881,100,1241,36,28,526,62
ENSG00000038210.15,2,30,23,106,33,294,4,19,276,21
ENSG00000038219.14,16,178.002,395,236.979,179,902.247,40,46,580.17,120
ENSG00000038274.19,86.838,1608.832,314.994,1819.648,968.131,2299.438,362.057,95,1203.268,283.648
ENSG00000038295.8,1,142,0,21,0,17,1,4,0,4
ENSG00000038358.16,9,36,36,16,181,372,34,32,246,110
ENSG00000038382.23,132,626,2265,573,3111.999,3773,226,400,1880,656
ENSG00000038427.16,312,236,665,1230,3546.001,7458,89,276,2497,1576.001
ENSG00000038532.18,80,398.548,235,209.076,561,2180.146,218.666,144,1586,571.991
ENSG00000038945.16,28,60,8,1454,144,853,2,29,84,40
ENSG00000039068.21,11,14.002,29,23.798,0,65,3,1,37.102,13
ENSG00000039123.17,130,807.017,430.97,1622.887,520.009,3476.139,184.004,235,1126.679,463.553
ENSG00000039139.11,2,35.038,8,24.238,48.353,62.696,2,1.677,15,11
ENSG00000039319.18,46,512.203,165.379,1623.844,307.858,2120.204,145.293,130.906,1177.984,180.594
ENSG00000039523.21,0,2,3,0,6,10,1,3,5,5
ENSG00000039537.17,0,0,0,0,0,0,0,0,0,0
ENSG00000039560.15,26.999,57,169,135.999,236.001,387,13,27,293.999,48
ENSG00000039600.12,0,0,0,0,0,0,0,0,0,0
ENSG00000039650.13,84,110,79,67,601,1685,107,178,1821,448
ENSG00000039987.8,0,0,0,0,3,0,0,1,7,0
ENSG00000040199.19,13,612,213,245.899,185.039,984,109,139,2082,117.075
ENSG00000040275.18,38,169,141,437,170,902,32,61,243,80
ENSG00000040341.19,47,684.163,139.945,748.21,258.747,1448.026,124.182,77.897,849.716,109.853
ENSG00000040487.14,80,103.742,77.599,116.372,221.194,1565.61,72.247,333,1746.464,346.535
ENSG00000040531.17,30,34,64,79.025,300.225,904.003,26,49.071,342.08,60
ENSG00000040608.14,7,40,0,0,0,40,79,1,5,39
ENSG00000040633.13,134,138,180,159,631,2457,88,186,2030,157
ENSG00000040731.11,55,600,69,105,7,1691,101,72,339,43
ENSG00000040933.18,24,549,126,145,683.999,1035,131,43,393,77
ENSG00000041353.11,1,761.021,10,35,4,51,2,1,728.066,39
ENSG00000041357.17,142,485,198,1438,345,3019,124,245,1167,274
ENSG00000041515.16,6,90,7,34,0,287,37,23,80,78
ENSG00000041802.12,22,87.014,101.014,50.001,225.478,416.051,18,19,129.26,91.373
ENSG00000041880.16,46,103,290,91,491,768,78,135,930,311
ENSG00000041982.18,698,32,2354,381,6480,22629.001,2,576,4838.979,482
ENSG00000041988.17,37,24,57,25,167,664,35,26,277,69
ENSG00000042062.14,13,31.908,18.912,39.783,192.807,131.716,18.128,9.914,135.85,158.504
ENSG00000042088.15,10,66,10,98,82,206,8,7,73,18
ENSG00000042286.16,2,40.235,6.06,46.094,97.8,99.37,5.516,3.343,62.031,15.448
ENSG00000042304.14,0,0,0,0,0,0,0,0,0,0
ENSG00000042317.18,18,845,115,649,230,822,61,29,636,36
ENSG00000042429.13,49.067,180.715,135.048,427.755,346.248,1308.49,59.089,81.007,529.91,131.015
ENSG00000042445.15,85,223,170,344,270,2499,125,108,1992.5,185
ENSG00000042493.17,179,67,283,431,672,7252,73,284,1016,379
ENSG00000042753.13,122,393,328,505.022,429,5083,203,253,1638,272
ENSG00000042781.14,0,1,0,0,0,3,3,0,0,0
ENSG00000042813.9,0,0.923,0,0,0,0,0,0,0,0
ENSG00000042832.12,3,1,2,0,8,13,0,0,7,3
ENSG00000042980.15,7,53,3,237,14,193,10,8,11,13
ENSG00000043039.7,2.002,18.931,2.004,13.249,13.044,49.75,5.006,0,19.062,13.305
ENSG00000043093.16,126.938,1171.688,340.97,3005.553,585.83,2333.148,249.903,135.994,723.616,307.99
ENSG00000043143.23,3,23.098,14.282,12.059,45.012,86.32,16.01,6,28.023,12.001
ENSG00000043355.12,5,37,43.006,5,10,1949,50,33,1313,15
ENSG00000043462.14,10,98,31,696,86,359,13,31,76,29
ENSG00000043514.17,12,219,268,202,362,710,29,38,260,129
ENSG00000043591.6,3,43,2,3,14,60,26,2,58,5
ENSG00000044012.4,0,0,0,0,0,0,0,0,0,0
ENSG00000044090.14,24,50,63,30,478,551,50,18,572,455
ENSG00000044115.22,854,1368.835,6822.108,7005.687,5247.625,30583.804,543,750,9408.104,2073.388
ENSG00000044446.13,10,91,108,131,229,312,13,6,229,45
ENSG00000044459.16,9.008,35.597,13,118.186,58.215,272.694,8.029,36.008,295.575,8.016
ENSG00000044524.12,4,60,0,75,9,1184.009,35,3,51.946,1
ENSG00000044574.10,466,1004.154,6402,4027.007,2553.028,15609.527,430,997,9756.035,1155.002
ENSG00000046604.16,23.987,28.738,69.997,43.233,153.044,2577.984,7.324,6.048,35.682,22.684
ENSG00000046647.16,29.254,376.218,130.132,584.441,192.498,905.705,75.934,32.296,540.067,253.199
ENSG00000046651.17,56,176.584,573,440.97,2443.613,900.932,39.933,88.183,534.865,301.529
ENSG00000046653.15,11,1945,89.001,233.999,60,645,163,44.999,89,155
ENSG00000046774.10,0,0,0,0,0,0,0,0,0,9
ENSG00000046889.20,6,307.864,67.442,519.941,105.589,561.496,52.676,17,205.374,23.41
ENSG00000047056.19,6,110,39,66,113,132,60,29,108.001,46
ENSG00000047188.17,7,312.06,106.427,558.176,205.244,728.691,33.508,19,470.985,50.037
ENSG00000047230.16,166,266,384,525,801,2368,102,253,1286,479
ENSG00000047249.19,41,3235,308,1060,225,2544,406,146,1437,254
ENSG00000047315.17,27,752,495,1234,288,1578,98,135,1259,189
ENSG00000047346.14,20,291,168,790,414,840,87,44,324,119
ENSG00000047365.14,37,688,272,1630,713,3218,134,61,1384,31
ENSG00000047410.14,247.903,858.16,2071.341,2009.152,1563.609,8015.42,183.983,533.092,6274.959,1303.483
ENSG00000047457.15,16,16,102,2005,1471,1451,2,25,6,160
ENSG00000047578.15,48,161,287,157,702,800,56,93,661,240.001
ENSG00000047579.21,43,567,377,524,292,1574,78,99,1261,187
ENSG00000047597.7,0,9,0,2,4,7,11,0,4,6
ENSG00000047617.18,2,59,18,156,25,74,27,8,83,15
ENSG00000047621.13,12.042,291.046,54.964,435.526,105.398,829.167,26.173,20.731,453.911,44.086
ENSG00000047634.16,1,6,4,23,0,38,0,2,4,6
ENSG00000047644.20,89,99,55,63,88,1433,58,195,741,359
ENSG00000047648.23,6,107,51,156,299,367,7,3,99,27
ENSG00000047662.6,10,7.905,24.909,10.349,23.399,252.959,4.015,19,104.79,46.905
ENSG00000047849.23,163,847.294,2160.999,735,2157.001,8300.02,331,273,2314.006,797.981
ENSG00000047932.15,89,337,148,557,375,1933,131,157,707,310
ENSG00000047936.12,0,73.348,1.08,5.816,43.021,6.873,19,0,7.427,3.257
ENSG00000048028.13,42,746,323.001,431.999,370,1297,74,164,552.075,72
ENSG00000048052.26,70,173,76,232,135.383,546,35.168,33,192,108
ENSG00000048140.19,39,77,33,78,185,601,26,22,240,68
ENSG00000048162.23,22,37,195,60,146,647,15,37,250,42
ENSG00000048342.19,13.002,161.965,52.722,287.797,231.726,498.636,44.54,12.004,213.173,168.085
ENSG00000048392.14,21,74,61,155,207,438,27,15,219,56
ENSG00000048405.12,31,491,228,804,433,2065,94,81,810,110
ENSG00000048462.11,0,0,0,8,0,2,1,0,1,0
ENSG00000048471.15,65.002,312.427,185.931,757.45,967.719,2975.253,158.637,170.85,1317.969,398.846
ENSG00000048540.17,81,3660,134,549,237,1991,497,4,579.999,191
ENSG00000048544.8,26,546.811,210,770.794,388.378,1250.66,95,52.997,806.079,127.318
ENSG00000048545.18,0,20.949,0,28.391,24.282,27.044,6.297,2.031,19.166,15.443
ENSG00000048649.14,119,428.379,473,557.887,608.753,2197.644,111,128,661.634,453
ENSG00000048707.15,60,683,390,487,1372,2133,196,103,711.001,160
ENSG00000048740.20,22,171,346,86,238,516,100,11,463,61
ENSG00000048828.19,260,312,222,502,1294,6957,241,481,2111,683
ENSG00000048991.19,87,4193.354,377.916,1292.269,392.854,1806.841,692.018,116.172,1071.845,167.614
ENSG00000049089.16,28,22,45,24,158,775,60,54,81,204
ENSG00000049130.17,17,386.004,108,325.001,84,822.001,53,16,658.284,249
ENSG00000049167.17,13.058,93.756,19.457,177.343,37.139,387.154,16.985,19.23,113.063,28.043
ENSG00000049192.15,40,168,134,640,130,483,8,125,1250,102
ENSG00000049239.14,25,15.097,56.026,35.821,281.15,786.264,16,16,395.566,62
ENSG00000049245.13,63,342.257,365,1533,670.003,3157,90,34,381.93,118.004
ENSG00000049246.16,9,251,26,474,37,420,106,5,327,27
ENSG00000049247.14,0,0,0,0,0,0,0,0,0,0
ENSG00000049249.11,0,19.1,3,72.469,21.141,29.447,2.819,1.938,45.147,21.496
ENSG00000049283.20,0,9,0,0,0,4,26,0,10,5
ENSG00000049323.17,8,18,44,117,73,159,9,3,635,27
ENSG00000049449.11,0.995,0,1.259,1.306,0,3.011,0,0,0.798,1.764
ENSG00000049540.20,2054,77.058,493,424.027,2311.467,38457.293,91,333,3824.602,387.24
ENSG00000049541.12,176,200.451,224.149,213.634,385.747,1710.365,54.689,197.001,1164.189,282.135
ENSG00000049618.26,120,607.492,280.002,606.76,820.673,3027.817,274.016,355,2761.142,712.089
ENSG00000049656.15,72,132.254,240.148,228.975,484,1672.194,77,127.656,651.143,158
ENSG00000049759.21,71,440.64,247.998,66.323,439.233,788.043,103,12,159.915,173.538
ENSG00000049768.19,0,1,2,3,18,32,3,2,6,6
ENSG00000049769.15,6,65,4,2,44,60,61,4,19,32
ENSG00000049860.14,23,120.001,172,1023,188,951.008,23,48,730,72
ENSG00000049883.16,58,448.971,256.174,746.048,362.461,1533.944,57.999,114.042,1842.006,205.786
ENSG00000050030.16,0,13,0,1,9,0,3,0,7,5
ENSG00000050130.19,3,194.169,35.259,680.128,67.33,388.336,21,6,120.423,13.92
ENSG00000050165.20,142,1858,351,548,191,6128,739,271,2677,353
ENSG00000050327.16,0,0,0,6.43,3,73.878,1,0,7.164,0
ENSG00000050344.10,2,33,8,67,19.916,121.818,7,3,27,57
ENSG00000050393.13,106,512.133,498.92,598,184.889,2590.099,113.158,261.998,1176.501,250.799
ENSG00000050405.15,80,133.969,707,590.51,228.773,1795.412,27.25,189.001,463.643,105.438
ENSG00000050426.17,26,594.915,188,478.413,372,987.68,156.999,48,894.928,161
ENSG00000050438.18,26,837.123,216.19,766.573,256.005,1548.36,209.005,74.96,1791.184,146.406
ENSG00000050555.20,14.189,37.357,1,84.618,59.236,255.857,21.266,39.511,213.837,37.896
ENSG00000050628.22,1,59,0,0,2,3,0,0,0,5
